município,mês,Quantidade
Inaciolândia,September de 2021,0.0
Inaciolândia,October de 2021,0.0
Inaciolândia,November de 2021,0.0
Inaciolândia,December de 2021,0.0
Inaciolândia,January de 2022,0.0
Inaciolândia,February de 2022,0.0
Inaciolândia,March de 2022,0.0
Inaciolândia,April de 2022,0.0
Inaciolândia,May de 2022,0.0
Inaciolândia,June de 2022,0.0
Inaciolândia,July de 2022,0.0
Inaciolândia,August de 2022,0.0
Inaciolândia,September de 2022,0.0
Inaciolândia,October de 2022,0.0
Inaciolândia,November de 2022,0.0
Inaciolândia,December de 2022,0.0
Inaciolândia,January de 2023,0.0
Inaciolândia,February de 2023,0.0
Inaciolândia,March de 2023,0.0
Inaciolândia,April de 2023,0.0
Inaciolândia,May de 2023,0.0
Inaciolândia,June de 2023,0.0
Inaciolândia,July de 2023,0.0
Inaciolândia,August de 2023,0.0
Inaciolândia,September de 2023,0.0
Inaciolândia,October de 2023,0.0
Inaciolândia,November de 2023,0.0
Inaciolândia,December de 2023,0.0
Inaciolândia,January de 2024,0.0
Inaciolândia,February de 2024,0.0
Inaciolândia,March de 2024,0.0
Inaciolândia,April de 2024,0.0
Inaciolândia,May de 2024,0.0
Inaciolândia,June de 2024,0.0
Inaciolândia,July de 2024,0.0
Inaciolândia,August de 2024,0.0
Inaciolândia,September de 2024,0.0
Inaciolândia,October de 2024,0.0
Indiara,January de 2021,0.0
Indiara,February de 2021,0.0
Indiara,March de 2021,0.0
Indiara,April de 2021,0.0
Indiara,May de 2021,0.0
Indiara,June de 2021,0.0
Indiara,July de 2021,0.0
Indiara,August de 2021,0.0
Indiara,September de 2021,1.0
Indiara,October de 2021,2.0
Indiara,November de 2021,0.0
Indiara,December de 2021,0.0
Indiara,January de 2022,0.0
Indiara,February de 2022,0.0
Indiara,March de 2022,0.0
Indiara,April de 2022,0.0
Indiara,May de 2022,1.0
Indiara,June de 2022,1.0
Indiara,July de 2022,0.0
Indiara,August de 2022,0.0
Indiara,September de 2022,1.0
Indiara,October de 2022,0.0
Indiara,November de 2022,0.0
Indiara,December de 2022,0.0
Indiara,January de 2023,1.0
Indiara,February de 2023,0.0
Indiara,March de 2023,0.0
Indiara,April de 2023,0.0
Indiara,May de 2023,0.0
Indiara,June de 2023,0.0
Indiara,July de 2023,0.0
Indiara,August de 2023,0.0
Indiara,September de 2023,0.0
Indiara,October de 2023,1.0
Indiara,November de 2023,2.0
Indiara,December de 2023,0.0
Indiara,January de 2024,0.0
Indiara,February de 2024,0.0
Indiara,March de 2024,0.0
Indiara,April de 2024,0.0
Indiara,May de 2024,0.0
Indiara,June de 2024,0.0
Indiara,July de 2024,0.0
Indiara,August de 2024,0.0
Indiara,September de 2024,0.0
Indiara,October de 2024,0.0
Inhumas,January de 2021,0.0
Inhumas,February de 2021,0.0
Inhumas,March de 2021,0.0
Inhumas,April de 2021,0.0
Inhumas,May de 2021,0.0
Inhumas,June de 2021,1.0
Inhumas,July de 2021,1.0
Inhumas,August de 2021,0.0
Inhumas,September de 2021,0.0
Inhumas,October de 2021,1.0
Inhumas,November de 2021,0.0
Inhumas,December de 2021,0.0
Inhumas,January de 2022,0.0
Inhumas,February de 2022,0.0
Inhumas,March de 2022,0.0
Inhumas,April de 2022,0.0
Inhumas,May de 2022,0.0
Inhumas,June de 2022,0.0
Inhumas,July de 2022,1.0
Inhumas,August de 2022,0.0
Inhumas,September de 2022,0.0
Inhumas,October de 2022,2.0
Inhumas,November de 2022,0.0
Inhumas,December de 2022,0.0
Inhumas,January de 2023,0.0
Inhumas,February de 2023,0.0
Inhumas,March de 2023,1.0
Inhumas,April de 2023,1.0
Inhumas,May de 2023,0.0
Inhumas,June de 2023,1.0
Inhumas,July de 2023,1.0
Inhumas,August de 2023,0.0
Inhumas,September de 2023,0.0
Inhumas,October de 2023,0.0
Inhumas,November de 2023,0.0
Inhumas,December de 2023,0.0
Inhumas,January de 2024,0.0
Inhumas,February de 2024,1.0
Inhumas,March de 2024,0.0
Inhumas,April de 2024,0.0
Inhumas,May de 2024,0.0
Inhumas,June de 2024,0.0
Inhumas,July de 2024,1.0
Inhumas,August de 2024,0.0
Inhumas,September de 2024,0.0
Inhumas,October de 2024,0.0
Ipameri,January de 2021,0.0
Ipameri,February de 2021,0.0
Ipameri,March de 2021,0.0
Ipameri,April de 2021,0.0
Ipameri,May de 2021,1.0
Ipameri,June de 2021,0.0
Ipameri,July de 2021,1.0
Ipameri,August de 2021,0.0
Ipameri,September de 2021,0.0
Ipameri,October de 2021,0.0
Ipameri,November de 2021,0.0
Ipameri,December de 2021,0.0
Ipameri,January de 2022,0.0
Ipameri,February de 2022,0.0
Ipameri,March de 2022,0.0
Ipameri,April de 2022,0.0
Ipameri,May de 2022,0.0
Ipameri,June de 2022,0.0
Ipameri,July de 2022,0.0
Ipameri,August de 2022,0.0
Ipameri,September de 2022,1.0
Ipameri,October de 2022,0.0
Ipameri,November de 2022,0.0
Ipameri,December de 2022,0.0
Ipameri,January de 2023,0.0
Ipameri,February de 2023,0.0
Ipameri,March de 2023,0.0
Ipameri,April de 2023,0.0
Ipameri,May de 2023,0.0
Ipameri,June de 2023,0.0
Ipameri,July de 2023,1.0
Ipameri,August de 2023,0.0
Ipameri,September de 2023,0.0
Ipameri,October de 2023,0.0
Ipameri,November de 2023,0.0
Ipameri,December de 2023,1.0
Ipameri,January de 2024,1.0
Ipameri,February de 2024,0.0
Ipameri,March de 2024,1.0
Ipameri,April de 2024,0.0
Ipameri,May de 2024,0.0
Ipameri,June de 2024,0.0
Ipameri,July de 2024,0.0
Ipameri,August de 2024,0.0
Ipameri,September de 2024,0.0
Ipameri,October de 2024,0.0
Ipiranga de Goiás,January de 2021,0.0
Ipiranga de Goiás,February de 2021,0.0
Ipiranga de Goiás,March de 2021,0.0
Ipiranga de Goiás,April de 2021,0.0
Ipiranga de Goiás,May de 2021,0.0
Ipiranga de Goiás,June de 2021,0.0
Ipiranga de Goiás,July de 2021,0.0
Ipiranga de Goiás,August de 2021,0.0
Ipiranga de Goiás,September de 2021,0.0
Ipiranga de Goiás,October de 2021,0.0
Ipiranga de Goiás,November de 2021,0.0
Ipiranga de Goiás,December de 2021,0.0
Ipiranga de Goiás,January de 2022,0.0
Ipiranga de Goiás,February de 2022,0.0
Ipiranga de Goiás,March de 2022,0.0
Ipiranga de Goiás,April de 2022,0.0
Ipiranga de Goiás,May de 2022,0.0
Ipiranga de Goiás,June de 2022,0.0
Ipiranga de Goiás,July de 2022,0.0
Ipiranga de Goiás,August de 2022,0.0
Ipiranga de Goiás,September de 2022,0.0
Ipiranga de Goiás,October de 2022,0.0
Ipiranga de Goiás,November de 2022,0.0
Ipiranga de Goiás,December de 2022,0.0
Ipiranga de Goiás,January de 2023,0.0
Ipiranga de Goiás,February de 2023,0.0
Ipiranga de Goiás,March de 2023,0.0
Ipiranga de Goiás,April de 2023,0.0
Ipiranga de Goiás,May de 2023,0.0
Ipiranga de Goiás,June de 2023,0.0
Ipiranga de Goiás,July de 2023,0.0
Ipiranga de Goiás,August de 2023,0.0
Ipiranga de Goiás,September de 2023,0.0
Ipiranga de Goiás,October de 2023,0.0
Ipiranga de Goiás,November de 2023,0.0
Ipiranga de Goiás,December de 2023,0.0
Ipiranga de Goiás,January de 2024,0.0
Ipiranga de Goiás,February de 2024,0.0
Ipiranga de Goiás,March de 2024,0.0
Ipiranga de Goiás,April de 2024,0.0
Ipiranga de Goiás,May de 2024,0.0
Ipiranga de Goiás,June de 2024,0.0
Ipiranga de Goiás,July de 2024,0.0
Ipiranga de Goiás,August de 2024,0.0
Ipiranga de Goiás,September de 2024,0.0
Ipiranga de Goiás,October de 2024,0.0
Iporá,January de 2021,0.0
Iporá,February de 2021,2.0
Iporá,March de 2021,0.0
Iporá,April de 2021,0.0
Iporá,May de 2021,0.0
Iporá,June de 2021,0.0
Iporá,July de 2021,0.0
Iporá,August de 2021,0.0
Iporá,September de 2021,0.0
Iporá,October de 2021,0.0
Iporá,November de 2021,0.0
Iporá,December de 2021,1.0
Iporá,January de 2022,0.0
Iporá,February de 2022,0.0
Iporá,March de 2022,1.0
Iporá,April de 2022,0.0
Iporá,May de 2022,1.0
Iporá,June de 2022,0.0
Iporá,July de 2022,1.0
Iporá,August de 2022,2.0
Iporá,September de 2022,0.0
Iporá,October de 2022,0.0
Iporá,November de 2022,0.0
Iporá,December de 2022,0.0
Iporá,January de 2023,0.0
Iporá,February de 2023,0.0
Iporá,March de 2023,1.0
Iporá,April de 2023,2.0
Iporá,May de 2023,0.0
Iporá,June de 2023,0.0
Iporá,July de 2023,0.0
Iporá,August de 2023,1.0
Iporá,September de 2023,0.0
Iporá,October de 2023,1.0
Iporá,November de 2023,0.0
Iporá,December de 2023,1.0
Iporá,January de 2024,1.0
Iporá,February de 2024,0.0
Iporá,March de 2024,0.0
Iporá,April de 2024,0.0
Iporá,May de 2024,2.0
Iporá,June de 2024,1.0
Iporá,July de 2024,0.0
Iporá,August de 2024,0.0
Iporá,September de 2024,0.0
Iporá,October de 2024,0.0
Israelândia,January de 2021,1.0
Israelândia,February de 2021,0.0
Israelândia,March de 2021,0.0
Israelândia,April de 2021,0.0
Israelândia,May de 2021,0.0
Israelândia,June de 2021,1.0
Israelândia,July de 2021,0.0
Israelândia,August de 2021,0.0
Israelândia,September de 2021,0.0
Israelândia,October de 2021,0.0
Israelândia,November de 2021,0.0
Israelândia,December de 2021,0.0
Israelândia,January de 2022,0.0
Israelândia,February de 2022,0.0
Israelândia,March de 2022,0.0
Israelândia,April de 2022,0.0
Israelândia,May de 2022,0.0
Israelândia,June de 2022,0.0
Israelândia,July de 2022,0.0
Israelândia,August de 2022,0.0
Israelândia,September de 2022,0.0
Israelândia,October de 2022,0.0
Israelândia,November de 2022,0.0
Israelândia,December de 2022,0.0
Israelândia,January de 2023,0.0
Israelândia,February de 2023,0.0
Israelândia,March de 2023,0.0
Israelândia,April de 2023,0.0
Israelândia,May de 2023,0.0
Israelândia,June de 2023,0.0
Israelândia,July de 2023,0.0
Israelândia,August de 2023,0.0
Israelândia,September de 2023,0.0
Israelândia,October de 2023,0.0
Israelândia,November de 2023,0.0
Israelândia,December de 2023,0.0
Israelândia,January de 2024,0.0
Israelândia,February de 2024,0.0
Israelândia,March de 2024,0.0
Israelândia,April de 2024,0.0
Israelândia,May de 2024,0.0
Israelândia,June de 2024,0.0
Israelândia,July de 2024,0.0
Israelândia,August de 2024,0.0
Israelândia,September de 2024,0.0
Israelândia,October de 2024,0.0
Itaberaí,January de 2021,0.0
Itaberaí,February de 2021,0.0
Itaberaí,March de 2021,1.0
Itaberaí,April de 2021,1.0
Itaberaí,May de 2021,0.0
Itaberaí,June de 2021,2.0
Itaberaí,July de 2021,0.0
Itaberaí,August de 2021,0.0
Itaberaí,September de 2021,0.0
Itaberaí,October de 2021,1.0
Itaberaí,November de 2021,0.0
Itaberaí,December de 2021,0.0
Itaberaí,January de 2022,0.0
Itaberaí,February de 2022,0.0
Itaberaí,March de 2022,0.0
Itaberaí,April de 2022,0.0
Itaberaí,May de 2022,0.0
Itaberaí,June de 2022,0.0
Itaberaí,July de 2022,0.0
Itaberaí,August de 2022,0.0
Itaberaí,September de 2022,0.0
Itaberaí,October de 2022,0.0
Itaberaí,November de 2022,0.0
Itaberaí,December de 2022,1.0
Itaberaí,January de 2023,1.0
Itaberaí,February de 2023,0.0
Itaberaí,March de 2023,1.0
Itaberaí,April de 2023,0.0
Itaberaí,May de 2023,0.0
Itaberaí,June de 2023,0.0
Itaberaí,July de 2023,0.0
Itaberaí,August de 2023,0.0
Itaberaí,September de 2023,0.0
Itaberaí,October de 2023,1.0
Itaberaí,November de 2023,0.0
Itaberaí,December de 2023,1.0
Itaberaí,January de 2024,0.0
Itaberaí,February de 2024,0.0
Itaberaí,March de 2024,0.0
Itaberaí,April de 2024,0.0
Itaberaí,May de 2024,0.0
Itaberaí,June de 2024,0.0
Itaberaí,July de 2024,0.0
Itaberaí,August de 2024,0.0
Itaberaí,September de 2024,0.0
Itaberaí,October de 2024,0.0
Itaguari,January de 2021,0.0
Itaguari,February de 2021,0.0
Itaguari,March de 2021,0.0
Itaguari,April de 2021,0.0
Itaguari,May de 2021,0.0
Itaguari,June de 2021,0.0
Itaguari,July de 2021,0.0
Itaguari,August de 2021,0.0
Itaguari,September de 2021,0.0
Itaguari,October de 2021,0.0
Itaguari,November de 2021,0.0
Itaguari,December de 2021,0.0
Itaguari,January de 2022,0.0
Itaguari,February de 2022,0.0
Itaguari,March de 2022,0.0
Itaguari,April de 2022,0.0
Itaguari,May de 2022,0.0
Itaguari,June de 2022,0.0
Itaguari,July de 2022,0.0
Itaguari,August de 2022,0.0
Itaguari,September de 2022,1.0
Itaguari,October de 2022,0.0
Itaguari,November de 2022,0.0
Itaguari,December de 2022,0.0
Itaguari,January de 2023,0.0
Itaguari,February de 2023,0.0
Itaguari,March de 2023,0.0
Itaguari,April de 2023,0.0
Itaguari,May de 2023,0.0
Itaguari,June de 2023,0.0
Itaguari,July de 2023,0.0
Itaguari,August de 2023,0.0
Itaguari,September de 2023,0.0
Itaguari,October de 2023,0.0
Itaguari,November de 2023,0.0
Itaguari,December de 2023,1.0
Itaguari,January de 2024,0.0
Itaguari,February de 2024,0.0
Itaguari,March de 2024,0.0
Itaguari,April de 2024,0.0
Itaguari,May de 2024,0.0
Itaguari,June de 2024,0.0
Itaguari,July de 2024,0.0
Itaguari,August de 2024,0.0
Itaguari,September de 2024,0.0
Itaguari,October de 2024,0.0
Itaguaru,January de 2021,0.0
Itaguaru,February de 2021,0.0
Itaguaru,March de 2021,0.0
Itaguaru,April de 2021,1.0
Itaguaru,May de 2021,0.0
Itaguaru,June de 2021,0.0
Itaguaru,July de 2021,0.0
Itaguaru,August de 2021,0.0
Itaguaru,September de 2021,0.0
Itaguaru,October de 2021,0.0
Itaguaru,November de 2021,0.0
Itaguaru,December de 2021,0.0
Itaguaru,January de 2022,0.0
Itaguaru,February de 2022,0.0
Itaguaru,March de 2022,0.0
Itaguaru,April de 2022,0.0
Itaguaru,May de 2022,0.0
Itaguaru,June de 2022,0.0
Itaguaru,July de 2022,0.0
Itaguaru,August de 2022,0.0
Itaguaru,September de 2022,0.0
Itaguaru,October de 2022,0.0
Itaguaru,November de 2022,0.0
Itaguaru,December de 2022,0.0
Itaguaru,January de 2023,0.0
Itaguaru,February de 2023,0.0
Itaguaru,March de 2023,0.0
Itaguaru,April de 2023,0.0
Itaguaru,May de 2023,0.0
Itaguaru,June de 2023,0.0
Itaguaru,July de 2023,0.0
Itaguaru,August de 2023,0.0
Itaguaru,September de 2023,0.0
Itaguaru,October de 2023,0.0
Itaguaru,November de 2023,0.0
Itaguaru,December de 2023,0.0
Itaguaru,January de 2024,0.0
Itaguaru,February de 2024,0.0
Itaguaru,March de 2024,0.0
Itaguaru,April de 2024,0.0
Itaguaru,May de 2024,0.0
Itaguaru,June de 2024,0.0
Itaguaru,July de 2024,0.0
Itaguaru,August de 2024,0.0
Itaguaru,September de 2024,0.0
Itaguaru,October de 2024,0.0
Itajá,January de 2021,0.0
Itajá,February de 2021,0.0
Itajá,March de 2021,1.0
Itajá,April de 2021,0.0
Itajá,May de 2021,0.0
Itajá,June de 2021,0.0
Itajá,July de 2021,0.0
Itajá,August de 2021,0.0
Itajá,September de 2021,0.0
Itajá,October de 2021,0.0
Itajá,November de 2021,0.0
Itajá,December de 2021,0.0
Itajá,January de 2022,0.0
Itajá,February de 2022,0.0
Itajá,March de 2022,0.0
Itajá,April de 2022,0.0
Itajá,May de 2022,0.0
Itajá,June de 2022,0.0
Itajá,July de 2022,0.0
Itajá,August de 2022,0.0
Itajá,September de 2022,0.0
Itajá,October de 2022,1.0
Itajá,November de 2022,0.0
Itajá,December de 2022,0.0
Itajá,January de 2023,0.0
Itajá,February de 2023,0.0
Itajá,March de 2023,0.0
Itajá,April de 2023,0.0
Itajá,May de 2023,0.0
Itajá,June de 2023,0.0
Itajá,July de 2023,0.0
Itajá,August de 2023,0.0
Itajá,September de 2023,0.0
Itajá,October de 2023,0.0
Itajá,November de 2023,0.0
Itajá,December de 2023,0.0
Itajá,January de 2024,0.0
Itajá,February de 2024,0.0
Itajá,March de 2024,0.0
Itajá,April de 2024,0.0
Itajá,May de 2024,0.0
Itajá,June de 2024,0.0
Itajá,July de 2024,0.0
Itajá,August de 2024,0.0
Itajá,September de 2024,0.0
Itajá,October de 2024,0.0
Itapaci,January de 2021,0.0
Itapaci,February de 2021,0.0
Itapaci,March de 2021,2.0
Itapaci,April de 2021,0.0
Itapaci,May de 2021,0.0
Itapaci,June de 2021,0.0
Itapaci,July de 2021,0.0
Itapaci,August de 2021,0.0
Itapaci,September de 2021,0.0
Itapaci,October de 2021,0.0
Itapaci,November de 2021,0.0
Itapaci,December de 2021,1.0
Itapaci,January de 2022,1.0
Itapaci,February de 2022,0.0
Itapaci,March de 2022,1.0
Itapaci,April de 2022,0.0
Itapaci,May de 2022,0.0
Itapaci,June de 2022,0.0
Itapaci,July de 2022,0.0
Itapaci,August de 2022,0.0
Itapaci,September de 2022,0.0
Itapaci,October de 2022,0.0
Itapaci,November de 2022,0.0
Itapaci,December de 2022,0.0
Itapaci,January de 2023,0.0
Itapaci,February de 2023,0.0
Itapaci,March de 2023,2.0
Itapaci,April de 2023,1.0
Itapaci,May de 2023,2.0
Itapaci,June de 2023,2.0
Itapaci,July de 2023,0.0
Itapaci,August de 2023,0.0
Itapaci,September de 2023,0.0
Itapaci,October de 2023,0.0
Itapaci,November de 2023,1.0
Itapaci,December de 2023,0.0
Itapaci,January de 2024,0.0
Itapaci,February de 2024,0.0
Itapaci,March de 2024,0.0
Itapaci,April de 2024,0.0
Itapaci,May de 2024,0.0
Itapaci,June de 2024,0.0
Itapaci,July de 2024,0.0
Itapaci,August de 2024,0.0
Itapaci,September de 2024,0.0
Itapaci,October de 2024,0.0
Itapirapuã,January de 2021,0.0
Itapirapuã,February de 2021,0.0
Itapirapuã,March de 2021,0.0
Itapirapuã,April de 2021,0.0
Itapirapuã,May de 2021,0.0
Itapirapuã,June de 2021,0.0
Itapirapuã,July de 2021,0.0
Itapirapuã,August de 2021,0.0
Itapirapuã,September de 2021,0.0
Itapirapuã,October de 2021,0.0
Itapirapuã,November de 2021,0.0
Itapirapuã,December de 2021,0.0
Itapirapuã,January de 2022,0.0
Itapirapuã,February de 2022,0.0
Itapirapuã,March de 2022,1.0
Itapirapuã,April de 2022,0.0
Itapirapuã,May de 2022,0.0
Itapirapuã,June de 2022,1.0
Itapirapuã,July de 2022,0.0
Itapirapuã,August de 2022,0.0
Itapirapuã,September de 2022,0.0
Itapirapuã,October de 2022,0.0
Itapirapuã,November de 2022,0.0
Itapirapuã,December de 2022,0.0
Itapirapuã,January de 2023,0.0
Itapirapuã,February de 2023,0.0
Itapirapuã,March de 2023,0.0
Itapirapuã,April de 2023,0.0
Itapirapuã,May de 2023,1.0
Itapirapuã,June de 2023,0.0
Itapirapuã,July de 2023,0.0
Itapirapuã,August de 2023,0.0
Itapirapuã,September de 2023,0.0
Itapirapuã,October de 2023,0.0
Itapirapuã,November de 2023,0.0
Itapirapuã,December de 2023,0.0
Itapirapuã,January de 2024,0.0
Itapirapuã,February de 2024,0.0
Itapirapuã,March de 2024,0.0
Itapirapuã,April de 2024,0.0
Itapirapuã,May de 2024,0.0
Itapirapuã,June de 2024,0.0
Itapirapuã,July de 2024,0.0
Itapirapuã,August de 2024,0.0
Itapirapuã,September de 2024,0.0
Itapirapuã,October de 2024,0.0
Itapuranga,January de 2021,1.0
Itapuranga,February de 2021,0.0
Itapuranga,March de 2021,0.0
Itapuranga,April de 2021,0.0
Itapuranga,May de 2021,0.0
Itapuranga,June de 2021,0.0
Itapuranga,July de 2021,1.0
Itapuranga,August de 2021,0.0
Itapuranga,September de 2021,0.0
Itapuranga,October de 2021,0.0
Itapuranga,November de 2021,0.0
Itapuranga,December de 2021,0.0
Itapuranga,January de 2022,0.0
Itapuranga,February de 2022,0.0
Itapuranga,March de 2022,1.0
Itapuranga,April de 2022,1.0
Itapuranga,May de 2022,0.0
Itapuranga,June de 2022,0.0
Itapuranga,July de 2022,0.0
Itapuranga,August de 2022,0.0
Itapuranga,September de 2022,0.0
Itapuranga,October de 2022,0.0
Itapuranga,November de 2022,0.0
Itapuranga,December de 2022,0.0
Itapuranga,January de 2023,1.0
Itapuranga,February de 2023,0.0
Itapuranga,March de 2023,0.0
Itapuranga,April de 2023,0.0
Itapuranga,May de 2023,0.0
Itapuranga,June de 2023,1.0
Itapuranga,July de 2023,2.0
Itapuranga,August de 2023,1.0
Itapuranga,September de 2023,0.0
Itapuranga,October de 2023,1.0
Itapuranga,November de 2023,0.0
Itapuranga,December de 2023,0.0
Itapuranga,January de 2024,0.0
Itapuranga,February de 2024,0.0
Itapuranga,March de 2024,0.0
Itapuranga,April de 2024,0.0
Itapuranga,May de 2024,0.0
Itapuranga,June de 2024,0.0
Itapuranga,July de 2024,0.0
Itapuranga,August de 2024,0.0
Itapuranga,September de 2024,0.0
Itapuranga,October de 2024,0.0
Itarumã,January de 2021,0.0
Itarumã,February de 2021,0.0
Itarumã,March de 2021,0.0
Itarumã,April de 2021,0.0
Itarumã,May de 2021,0.0
Itarumã,June de 2021,1.0
Itarumã,July de 2021,0.0
Itarumã,August de 2021,0.0
Itarumã,September de 2021,0.0
Itarumã,October de 2021,0.0
Itarumã,November de 2021,0.0
Itarumã,December de 2021,0.0
Itarumã,January de 2022,0.0
Itarumã,February de 2022,0.0
Itarumã,March de 2022,0.0
Itarumã,April de 2022,0.0
Itarumã,May de 2022,0.0
Itarumã,June de 2022,0.0
Itarumã,July de 2022,0.0
Itarumã,August de 2022,0.0
Itarumã,September de 2022,0.0
Itarumã,October de 2022,0.0
Itarumã,November de 2022,0.0
Itarumã,December de 2022,0.0
Itarumã,January de 2023,0.0
Itarumã,February de 2023,0.0
Itarumã,March de 2023,0.0
Itarumã,April de 2023,0.0
Itarumã,May de 2023,0.0
Itarumã,June de 2023,1.0
Itarumã,July de 2023,0.0
Itarumã,August de 2023,0.0
Itarumã,September de 2023,0.0
Itarumã,October de 2023,0.0
Itarumã,November de 2023,0.0
Itarumã,December de 2023,0.0
Itarumã,January de 2024,0.0
Itarumã,February de 2024,0.0
Itarumã,March de 2024,0.0
Itarumã,April de 2024,0.0
Itarumã,May de 2024,0.0
Itarumã,June de 2024,0.0
Itarumã,July de 2024,0.0
Itarumã,August de 2024,0.0
Itarumã,September de 2024,0.0
Itarumã,October de 2024,0.0
Itauçu,January de 2021,0.0
Itauçu,February de 2021,0.0
Itauçu,March de 2021,0.0
Itauçu,April de 2021,0.0
Itauçu,May de 2021,1.0
Itauçu,June de 2021,1.0
Itauçu,July de 2021,0.0
Itauçu,August de 2021,0.0
Itauçu,September de 2021,0.0
Itauçu,October de 2021,0.0
Itauçu,November de 2021,0.0
Itauçu,December de 2021,0.0
Itauçu,January de 2022,0.0
Itauçu,February de 2022,0.0
Itauçu,March de 2022,0.0
Itauçu,April de 2022,0.0
Itauçu,May de 2022,0.0
Itauçu,June de 2022,0.0
Itauçu,July de 2022,0.0
Itauçu,August de 2022,1.0
Itauçu,September de 2022,0.0
Itauçu,October de 2022,0.0
Itauçu,November de 2022,0.0
Itauçu,December de 2022,0.0
Itauçu,January de 2023,0.0
Itauçu,February de 2023,0.0
Itauçu,March de 2023,0.0
Itauçu,April de 2023,1.0
Itauçu,May de 2023,0.0
Itauçu,June de 2023,0.0
Itauçu,July de 2023,0.0
Itauçu,August de 2023,0.0
Itauçu,September de 2023,1.0
Itauçu,October de 2023,0.0
Itauçu,November de 2023,0.0
Itauçu,December de 2023,0.0
Itauçu,January de 2024,0.0
Itauçu,February de 2024,0.0
Itauçu,March de 2024,0.0
Itauçu,April de 2024,0.0
Itauçu,May de 2024,1.0
Itauçu,June de 2024,0.0
Itauçu,July de 2024,0.0
Itauçu,August de 2024,0.0
Itauçu,September de 2024,0.0
Itauçu,October de 2024,0.0
Itumbiara,January de 2021,0.0
Itumbiara,February de 2021,0.0
Itumbiara,March de 2021,3.0
Itumbiara,April de 2021,0.0
Itumbiara,May de 2021,0.0
Itumbiara,June de 2021,2.0
Itumbiara,July de 2021,3.0
Itumbiara,August de 2021,1.0
Itumbiara,September de 2021,0.0
Itumbiara,October de 2021,4.0
Itumbiara,November de 2021,1.0
Itumbiara,December de 2021,2.0
Itumbiara,January de 2022,5.0
Itumbiara,February de 2022,2.0
Itumbiara,March de 2022,4.0
Itumbiara,April de 2022,1.0
Itumbiara,May de 2022,2.0
Itumbiara,June de 2022,2.0
Itumbiara,July de 2022,3.0
Itumbiara,August de 2022,3.0
Itumbiara,September de 2022,4.0
Itumbiara,October de 2022,2.0
Itumbiara,November de 2022,0.0
Itumbiara,December de 2022,6.0
Itumbiara,January de 2023,6.0
Itumbiara,February de 2023,2.0
Itumbiara,March de 2023,2.0
Itumbiara,April de 2023,4.0
Itumbiara,May de 2023,2.0
Itumbiara,June de 2023,3.0
Itumbiara,July de 2023,4.0
Itumbiara,August de 2023,5.0
Itumbiara,September de 2023,1.0
Itumbiara,October de 2023,3.0
Itumbiara,November de 2023,6.0
Itumbiara,December de 2023,3.0
Itumbiara,January de 2024,1.0
Itumbiara,February de 2024,3.0
Itumbiara,March de 2024,1.0
Itumbiara,April de 2024,6.0
Itumbiara,May de 2024,1.0
Itumbiara,June de 2024,1.0
Itumbiara,July de 2024,0.0
Itumbiara,August de 2024,0.0
Itumbiara,September de 2024,0.0
Itumbiara,October de 2024,0.0
Ivolândia,January de 2021,0.0
Ivolândia,February de 2021,0.0
Ivolândia,March de 2021,0.0
Ivolândia,April de 2021,0.0
Ivolândia,May de 2021,0.0
Ivolândia,June de 2021,0.0
Ivolândia,July de 2021,0.0
Ivolândia,August de 2021,0.0
Ivolândia,September de 2021,0.0
Ivolândia,October de 2021,0.0
Ivolândia,November de 2021,0.0
Ivolândia,December de 2021,0.0
Ivolândia,January de 2022,0.0
Ivolândia,February de 2022,0.0
Ivolândia,March de 2022,0.0
Ivolândia,April de 2022,0.0
Ivolândia,May de 2022,0.0
Ivolândia,June de 2022,0.0
Ivolândia,July de 2022,0.0
Ivolândia,August de 2022,0.0
Ivolândia,September de 2022,0.0
Ivolândia,October de 2022,0.0
Ivolândia,November de 2022,0.0
Ivolândia,December de 2022,0.0
Ivolândia,January de 2023,0.0
Ivolândia,February de 2023,0.0
Ivolândia,March de 2023,0.0
Ivolândia,April de 2023,0.0
Ivolândia,May de 2023,0.0
Ivolândia,June de 2023,0.0
Ivolândia,July de 2023,0.0
Ivolândia,August de 2023,0.0
Ivolândia,September de 2023,0.0
Ivolândia,October de 2023,0.0
Ivolândia,November de 2023,0.0
Ivolândia,December de 2023,0.0
Ivolândia,January de 2024,0.0
Ivolândia,February de 2024,0.0
Ivolândia,March de 2024,0.0
Ivolândia,April de 2024,0.0
Ivolândia,May de 2024,0.0
Ivolândia,June de 2024,0.0
Ivolândia,July de 2024,0.0
Ivolândia,August de 2024,0.0
Ivolândia,September de 2024,0.0
Ivolândia,October de 2024,0.0
Jandaia,January de 2021,0.0
Jandaia,February de 2021,0.0
Jandaia,March de 2021,0.0
Jandaia,April de 2021,0.0
Jandaia,May de 2021,0.0
Jandaia,June de 2021,0.0
Jandaia,July de 2021,0.0
Jandaia,August de 2021,0.0
Jandaia,September de 2021,0.0
Jandaia,October de 2021,0.0
Jandaia,November de 2021,0.0
Jandaia,December de 2021,0.0
Jandaia,January de 2022,0.0
Jandaia,February de 2022,0.0
Jandaia,March de 2022,0.0
Jandaia,April de 2022,0.0
Jandaia,May de 2022,0.0
Jandaia,June de 2022,0.0
Jandaia,July de 2022,0.0
Jandaia,August de 2022,0.0
