município,mês,Quantidade
Barro Alto,October de 2021,0.0
Barro Alto,November de 2021,1.0
Barro Alto,December de 2021,0.0
Barro Alto,January de 2022,0.0
Barro Alto,February de 2022,0.0
Barro Alto,March de 2022,0.0
Barro Alto,April de 2022,0.0
Barro Alto,May de 2022,0.0
Barro Alto,June de 2022,0.0
Barro Alto,July de 2022,0.0
Barro Alto,August de 2022,0.0
Barro Alto,September de 2022,0.0
Barro Alto,October de 2022,0.0
Barro Alto,November de 2022,0.0
Barro Alto,December de 2022,0.0
Barro Alto,January de 2023,1.0
Barro Alto,February de 2023,0.0
Barro Alto,March de 2023,0.0
Barro Alto,April de 2023,1.0
Barro Alto,May de 2023,0.0
Barro Alto,June de 2023,0.0
Barro Alto,July de 2023,0.0
Barro Alto,August de 2023,0.0
Barro Alto,September de 2023,0.0
Barro Alto,October de 2023,0.0
Barro Alto,November de 2023,1.0
Barro Alto,December de 2023,0.0
Barro Alto,January de 2024,0.0
Barro Alto,February de 2024,0.0
Barro Alto,March de 2024,0.0
Barro Alto,April de 2024,0.0
Barro Alto,May de 2024,0.0
Barro Alto,June de 2024,0.0
Barro Alto,July de 2024,0.0
Barro Alto,August de 2024,0.0
Barro Alto,September de 2024,0.0
Barro Alto,October de 2024,0.0
Bela Vista de Goiás,January de 2021,1.0
Bela Vista de Goiás,February de 2021,0.0
Bela Vista de Goiás,March de 2021,0.0
Bela Vista de Goiás,April de 2021,1.0
Bela Vista de Goiás,May de 2021,0.0
Bela Vista de Goiás,June de 2021,0.0
Bela Vista de Goiás,July de 2021,1.0
Bela Vista de Goiás,August de 2021,0.0
Bela Vista de Goiás,September de 2021,0.0
Bela Vista de Goiás,October de 2021,0.0
Bela Vista de Goiás,November de 2021,0.0
Bela Vista de Goiás,December de 2021,0.0
Bela Vista de Goiás,January de 2022,0.0
Bela Vista de Goiás,February de 2022,0.0
Bela Vista de Goiás,March de 2022,2.0
Bela Vista de Goiás,April de 2022,2.0
Bela Vista de Goiás,May de 2022,0.0
Bela Vista de Goiás,June de 2022,0.0
Bela Vista de Goiás,July de 2022,0.0
Bela Vista de Goiás,August de 2022,0.0
Bela Vista de Goiás,September de 2022,0.0
Bela Vista de Goiás,October de 2022,0.0
Bela Vista de Goiás,November de 2022,0.0
Bela Vista de Goiás,December de 2022,1.0
Bela Vista de Goiás,January de 2023,1.0
Bela Vista de Goiás,February de 2023,1.0
Bela Vista de Goiás,March de 2023,0.0
Bela Vista de Goiás,April de 2023,0.0
Bela Vista de Goiás,May de 2023,0.0
Bela Vista de Goiás,June de 2023,0.0
Bela Vista de Goiás,July de 2023,0.0
Bela Vista de Goiás,August de 2023,0.0
Bela Vista de Goiás,September de 2023,1.0
Bela Vista de Goiás,October de 2023,0.0
Bela Vista de Goiás,November de 2023,0.0
Bela Vista de Goiás,December de 2023,0.0
Bela Vista de Goiás,January de 2024,0.0
Bela Vista de Goiás,February de 2024,0.0
Bela Vista de Goiás,March de 2024,1.0
Bela Vista de Goiás,April de 2024,0.0
Bela Vista de Goiás,May de 2024,1.0
Bela Vista de Goiás,June de 2024,1.0
Bela Vista de Goiás,July de 2024,0.0
Bela Vista de Goiás,August de 2024,0.0
Bela Vista de Goiás,September de 2024,0.0
Bela Vista de Goiás,October de 2024,0.0
Bom Jardim de Goiás,January de 2021,1.0
Bom Jardim de Goiás,February de 2021,0.0
Bom Jardim de Goiás,March de 2021,1.0
Bom Jardim de Goiás,April de 2021,0.0
Bom Jardim de Goiás,May de 2021,0.0
Bom Jardim de Goiás,June de 2021,0.0
Bom Jardim de Goiás,July de 2021,0.0
Bom Jardim de Goiás,August de 2021,0.0
Bom Jardim de Goiás,September de 2021,0.0
Bom Jardim de Goiás,October de 2021,0.0
Bom Jardim de Goiás,November de 2021,0.0
Bom Jardim de Goiás,December de 2021,0.0
Bom Jardim de Goiás,January de 2022,0.0
Bom Jardim de Goiás,February de 2022,0.0
Bom Jardim de Goiás,March de 2022,0.0
Bom Jardim de Goiás,April de 2022,0.0
Bom Jardim de Goiás,May de 2022,0.0
Bom Jardim de Goiás,June de 2022,1.0
Bom Jardim de Goiás,July de 2022,0.0
Bom Jardim de Goiás,August de 2022,1.0
Bom Jardim de Goiás,September de 2022,0.0
Bom Jardim de Goiás,October de 2022,0.0
Bom Jardim de Goiás,November de 2022,0.0
Bom Jardim de Goiás,December de 2022,0.0
Bom Jardim de Goiás,January de 2023,0.0
Bom Jardim de Goiás,February de 2023,0.0
Bom Jardim de Goiás,March de 2023,0.0
Bom Jardim de Goiás,April de 2023,0.0
Bom Jardim de Goiás,May de 2023,0.0
Bom Jardim de Goiás,June de 2023,0.0
Bom Jardim de Goiás,July de 2023,0.0
Bom Jardim de Goiás,August de 2023,0.0
Bom Jardim de Goiás,September de 2023,0.0
Bom Jardim de Goiás,October de 2023,0.0
Bom Jardim de Goiás,November de 2023,0.0
Bom Jardim de Goiás,December de 2023,0.0
Bom Jardim de Goiás,January de 2024,0.0
Bom Jardim de Goiás,February de 2024,0.0
Bom Jardim de Goiás,March de 2024,1.0
Bom Jardim de Goiás,April de 2024,0.0
Bom Jardim de Goiás,May de 2024,0.0
Bom Jardim de Goiás,June de 2024,1.0
Bom Jardim de Goiás,July de 2024,0.0
Bom Jardim de Goiás,August de 2024,0.0
Bom Jardim de Goiás,September de 2024,0.0
Bom Jardim de Goiás,October de 2024,0.0
Bom Jesus de Goiás,January de 2021,0.0
Bom Jesus de Goiás,February de 2021,0.0
Bom Jesus de Goiás,March de 2021,0.0
Bom Jesus de Goiás,April de 2021,0.0
Bom Jesus de Goiás,May de 2021,0.0
Bom Jesus de Goiás,June de 2021,0.0
Bom Jesus de Goiás,July de 2021,0.0
Bom Jesus de Goiás,August de 2021,0.0
Bom Jesus de Goiás,September de 2021,0.0
Bom Jesus de Goiás,October de 2021,2.0
Bom Jesus de Goiás,November de 2021,0.0
Bom Jesus de Goiás,December de 2021,1.0
Bom Jesus de Goiás,January de 2022,0.0
Bom Jesus de Goiás,February de 2022,0.0
Bom Jesus de Goiás,March de 2022,0.0
Bom Jesus de Goiás,April de 2022,0.0
Bom Jesus de Goiás,May de 2022,0.0
Bom Jesus de Goiás,June de 2022,0.0
Bom Jesus de Goiás,July de 2022,0.0
Bom Jesus de Goiás,August de 2022,0.0
Bom Jesus de Goiás,September de 2022,1.0
Bom Jesus de Goiás,October de 2022,1.0
Bom Jesus de Goiás,November de 2022,0.0
Bom Jesus de Goiás,December de 2022,0.0
Bom Jesus de Goiás,January de 2023,1.0
Bom Jesus de Goiás,February de 2023,0.0
Bom Jesus de Goiás,March de 2023,0.0
Bom Jesus de Goiás,April de 2023,0.0
Bom Jesus de Goiás,May de 2023,1.0
Bom Jesus de Goiás,June de 2023,0.0
Bom Jesus de Goiás,July de 2023,0.0
Bom Jesus de Goiás,August de 2023,0.0
Bom Jesus de Goiás,September de 2023,0.0
Bom Jesus de Goiás,October de 2023,0.0
Bom Jesus de Goiás,November de 2023,0.0
Bom Jesus de Goiás,December de 2023,0.0
Bom Jesus de Goiás,January de 2024,0.0
Bom Jesus de Goiás,February de 2024,0.0
Bom Jesus de Goiás,March de 2024,0.0
Bom Jesus de Goiás,April de 2024,0.0
Bom Jesus de Goiás,May de 2024,0.0
Bom Jesus de Goiás,June de 2024,0.0
Bom Jesus de Goiás,July de 2024,0.0
Bom Jesus de Goiás,August de 2024,0.0
Bom Jesus de Goiás,September de 2024,0.0
Bom Jesus de Goiás,October de 2024,0.0
Bonfinópolis,January de 2021,0.0
Bonfinópolis,February de 2021,0.0
Bonfinópolis,March de 2021,0.0
Bonfinópolis,April de 2021,0.0
Bonfinópolis,May de 2021,0.0
Bonfinópolis,June de 2021,0.0
Bonfinópolis,July de 2021,0.0
Bonfinópolis,August de 2021,0.0
Bonfinópolis,September de 2021,0.0
Bonfinópolis,October de 2021,0.0
Bonfinópolis,November de 2021,0.0
Bonfinópolis,December de 2021,0.0
Bonfinópolis,January de 2022,0.0
Bonfinópolis,February de 2022,0.0
Bonfinópolis,March de 2022,2.0
Bonfinópolis,April de 2022,0.0
Bonfinópolis,May de 2022,0.0
Bonfinópolis,June de 2022,0.0
Bonfinópolis,July de 2022,0.0
Bonfinópolis,August de 2022,0.0
Bonfinópolis,September de 2022,0.0
Bonfinópolis,October de 2022,0.0
Bonfinópolis,November de 2022,0.0
Bonfinópolis,December de 2022,0.0
Bonfinópolis,January de 2023,0.0
Bonfinópolis,February de 2023,0.0
Bonfinópolis,March de 2023,0.0
Bonfinópolis,April de 2023,0.0
Bonfinópolis,May de 2023,0.0
Bonfinópolis,June de 2023,1.0
Bonfinópolis,July de 2023,0.0
Bonfinópolis,August de 2023,1.0
Bonfinópolis,September de 2023,0.0
Bonfinópolis,October de 2023,0.0
Bonfinópolis,November de 2023,0.0
Bonfinópolis,December de 2023,0.0
Bonfinópolis,January de 2024,0.0
Bonfinópolis,February de 2024,0.0
Bonfinópolis,March de 2024,0.0
Bonfinópolis,April de 2024,0.0
Bonfinópolis,May de 2024,0.0
Bonfinópolis,June de 2024,0.0
Bonfinópolis,July de 2024,0.0
Bonfinópolis,August de 2024,0.0
Bonfinópolis,September de 2024,0.0
Bonfinópolis,October de 2024,0.0
Bonópolis,January de 2021,0.0
Bonópolis,February de 2021,0.0
Bonópolis,March de 2021,0.0
Bonópolis,April de 2021,0.0
Bonópolis,May de 2021,0.0
Bonópolis,June de 2021,0.0
Bonópolis,July de 2021,0.0
Bonópolis,August de 2021,0.0
Bonópolis,September de 2021,0.0
Bonópolis,October de 2021,0.0
Bonópolis,November de 2021,1.0
Bonópolis,December de 2021,0.0
Bonópolis,January de 2022,0.0
Bonópolis,February de 2022,0.0
Bonópolis,March de 2022,0.0
Bonópolis,April de 2022,0.0
Bonópolis,May de 2022,0.0
Bonópolis,June de 2022,0.0
Bonópolis,July de 2022,0.0
Bonópolis,August de 2022,0.0
Bonópolis,September de 2022,0.0
Bonópolis,October de 2022,0.0
Bonópolis,November de 2022,0.0
Bonópolis,December de 2022,0.0
Bonópolis,January de 2023,1.0
Bonópolis,February de 2023,0.0
Bonópolis,March de 2023,0.0
Bonópolis,April de 2023,0.0
Bonópolis,May de 2023,0.0
Bonópolis,June de 2023,0.0
Bonópolis,July de 2023,0.0
Bonópolis,August de 2023,0.0
Bonópolis,September de 2023,0.0
Bonópolis,October de 2023,0.0
Bonópolis,November de 2023,0.0
Bonópolis,December de 2023,0.0
Bonópolis,January de 2024,0.0
Bonópolis,February de 2024,0.0
Bonópolis,March de 2024,0.0
Bonópolis,April de 2024,0.0
Bonópolis,May de 2024,0.0
Bonópolis,June de 2024,0.0
Bonópolis,July de 2024,0.0
Bonópolis,August de 2024,0.0
Bonópolis,September de 2024,0.0
Bonópolis,October de 2024,0.0
Brazabrantes,January de 2021,0.0
Brazabrantes,February de 2021,1.0
Brazabrantes,March de 2021,0.0
Brazabrantes,April de 2021,0.0
Brazabrantes,May de 2021,0.0
Brazabrantes,June de 2021,0.0
Brazabrantes,July de 2021,0.0
Brazabrantes,August de 2021,0.0
Brazabrantes,September de 2021,0.0
Brazabrantes,October de 2021,0.0
Brazabrantes,November de 2021,0.0
Brazabrantes,December de 2021,0.0
Brazabrantes,January de 2022,0.0
Brazabrantes,February de 2022,0.0
Brazabrantes,March de 2022,0.0
Brazabrantes,April de 2022,0.0
Brazabrantes,May de 2022,0.0
Brazabrantes,June de 2022,0.0
Brazabrantes,July de 2022,0.0
Brazabrantes,August de 2022,0.0
Brazabrantes,September de 2022,0.0
Brazabrantes,October de 2022,1.0
Brazabrantes,November de 2022,0.0
Brazabrantes,December de 2022,0.0
Brazabrantes,January de 2023,0.0
Brazabrantes,February de 2023,0.0
Brazabrantes,March de 2023,0.0
Brazabrantes,April de 2023,0.0
Brazabrantes,May de 2023,0.0
Brazabrantes,June de 2023,0.0
Brazabrantes,July de 2023,0.0
Brazabrantes,August de 2023,0.0
Brazabrantes,September de 2023,0.0
Brazabrantes,October de 2023,0.0
Brazabrantes,November de 2023,0.0
Brazabrantes,December de 2023,0.0
Brazabrantes,January de 2024,0.0
Brazabrantes,February de 2024,0.0
Brazabrantes,March de 2024,0.0
Brazabrantes,April de 2024,0.0
Brazabrantes,May de 2024,0.0
Brazabrantes,June de 2024,0.0
Brazabrantes,July de 2024,0.0
Brazabrantes,August de 2024,0.0
Brazabrantes,September de 2024,0.0
Brazabrantes,October de 2024,0.0
Britânia,January de 2021,0.0
Britânia,February de 2021,0.0
Britânia,March de 2021,0.0
Britânia,April de 2021,0.0
Britânia,May de 2021,0.0
Britânia,June de 2021,0.0
Britânia,July de 2021,0.0
Britânia,August de 2021,0.0
Britânia,September de 2021,0.0
Britânia,October de 2021,0.0
Britânia,November de 2021,0.0
Britânia,December de 2021,0.0
Britânia,January de 2022,0.0
Britânia,February de 2022,0.0
Britânia,March de 2022,0.0
Britânia,April de 2022,0.0
Britânia,May de 2022,1.0
Britânia,June de 2022,0.0
Britânia,July de 2022,0.0
Britânia,August de 2022,0.0
Britânia,September de 2022,0.0
Britânia,October de 2022,0.0
Britânia,November de 2022,0.0
Britânia,December de 2022,0.0
Britânia,January de 2023,0.0
Britânia,February de 2023,0.0
Britânia,March de 2023,0.0
Britânia,April de 2023,0.0
Britânia,May de 2023,1.0
Britânia,June de 2023,0.0
Britânia,July de 2023,1.0
Britânia,August de 2023,0.0
Britânia,September de 2023,0.0
Britânia,October de 2023,0.0
Britânia,November de 2023,0.0
Britânia,December de 2023,0.0
Britânia,January de 2024,0.0
Britânia,February de 2024,0.0
Britânia,March de 2024,0.0
Britânia,April de 2024,0.0
Britânia,May de 2024,0.0
Britânia,June de 2024,0.0
Britânia,July de 2024,0.0
Britânia,August de 2024,0.0
Britânia,September de 2024,0.0
Britânia,October de 2024,0.0
Buriti Alegre,January de 2021,0.0
Buriti Alegre,February de 2021,0.0
Buriti Alegre,March de 2021,0.0
Buriti Alegre,April de 2021,0.0
Buriti Alegre,May de 2021,0.0
Buriti Alegre,June de 2021,0.0
Buriti Alegre,July de 2021,0.0
Buriti Alegre,August de 2021,0.0
Buriti Alegre,September de 2021,0.0
Buriti Alegre,October de 2021,0.0
Buriti Alegre,November de 2021,0.0
Buriti Alegre,December de 2021,0.0
Buriti Alegre,January de 2022,0.0
Buriti Alegre,February de 2022,1.0
Buriti Alegre,March de 2022,0.0
Buriti Alegre,April de 2022,0.0
Buriti Alegre,May de 2022,0.0
Buriti Alegre,June de 2022,0.0
Buriti Alegre,July de 2022,1.0
Buriti Alegre,August de 2022,0.0
Buriti Alegre,September de 2022,0.0
Buriti Alegre,October de 2022,0.0
Buriti Alegre,November de 2022,0.0
Buriti Alegre,December de 2022,0.0
Buriti Alegre,January de 2023,0.0
Buriti Alegre,February de 2023,0.0
Buriti Alegre,March de 2023,0.0
Buriti Alegre,April de 2023,0.0
Buriti Alegre,May de 2023,0.0
Buriti Alegre,June de 2023,0.0
Buriti Alegre,July de 2023,0.0
Buriti Alegre,August de 2023,0.0
Buriti Alegre,September de 2023,0.0
Buriti Alegre,October de 2023,0.0
Buriti Alegre,November de 2023,0.0
Buriti Alegre,December de 2023,0.0
Buriti Alegre,January de 2024,0.0
Buriti Alegre,February de 2024,0.0
Buriti Alegre,March de 2024,0.0
Buriti Alegre,April de 2024,0.0
Buriti Alegre,May de 2024,0.0
Buriti Alegre,June de 2024,0.0
Buriti Alegre,July de 2024,0.0
Buriti Alegre,August de 2024,0.0
Buriti Alegre,September de 2024,0.0
Buriti Alegre,October de 2024,0.0
Buriti de Goiás,January de 2021,0.0
Buriti de Goiás,February de 2021,0.0
Buriti de Goiás,March de 2021,0.0
Buriti de Goiás,April de 2021,0.0
Buriti de Goiás,May de 2021,0.0
Buriti de Goiás,June de 2021,0.0
Buriti de Goiás,July de 2021,1.0
Buriti de Goiás,August de 2021,0.0
Buriti de Goiás,September de 2021,0.0
Buriti de Goiás,October de 2021,0.0
Buriti de Goiás,November de 2021,0.0
Buriti de Goiás,December de 2021,0.0
Buriti de Goiás,January de 2022,0.0
Buriti de Goiás,February de 2022,0.0
Buriti de Goiás,March de 2022,0.0
Buriti de Goiás,April de 2022,0.0
Buriti de Goiás,May de 2022,0.0
Buriti de Goiás,June de 2022,0.0
Buriti de Goiás,July de 2022,0.0
Buriti de Goiás,August de 2022,0.0
Buriti de Goiás,September de 2022,0.0
Buriti de Goiás,October de 2022,0.0
Buriti de Goiás,November de 2022,0.0
Buriti de Goiás,December de 2022,0.0
Buriti de Goiás,January de 2023,0.0
Buriti de Goiás,February de 2023,0.0
Buriti de Goiás,March de 2023,0.0
Buriti de Goiás,April de 2023,0.0
Buriti de Goiás,May de 2023,0.0
Buriti de Goiás,June de 2023,0.0
Buriti de Goiás,July de 2023,0.0
Buriti de Goiás,August de 2023,0.0
Buriti de Goiás,September de 2023,0.0
Buriti de Goiás,October de 2023,0.0
Buriti de Goiás,November de 2023,0.0
Buriti de Goiás,December de 2023,0.0
Buriti de Goiás,January de 2024,0.0
Buriti de Goiás,February de 2024,0.0
Buriti de Goiás,March de 2024,0.0
Buriti de Goiás,April de 2024,0.0
Buriti de Goiás,May de 2024,0.0
Buriti de Goiás,June de 2024,0.0
Buriti de Goiás,July de 2024,0.0
Buriti de Goiás,August de 2024,0.0
Buriti de Goiás,September de 2024,0.0
Buriti de Goiás,October de 2024,0.0
Buritinópolis,January de 2021,0.0
Buritinópolis,February de 2021,0.0
Buritinópolis,March de 2021,0.0
Buritinópolis,April de 2021,0.0
Buritinópolis,May de 2021,0.0
Buritinópolis,June de 2021,0.0
Buritinópolis,July de 2021,0.0
Buritinópolis,August de 2021,0.0
Buritinópolis,September de 2021,0.0
Buritinópolis,October de 2021,0.0
Buritinópolis,November de 2021,0.0
Buritinópolis,December de 2021,0.0
Buritinópolis,January de 2022,0.0
Buritinópolis,February de 2022,0.0
Buritinópolis,March de 2022,0.0
Buritinópolis,April de 2022,0.0
Buritinópolis,May de 2022,0.0
Buritinópolis,June de 2022,0.0
Buritinópolis,July de 2022,0.0
Buritinópolis,August de 2022,0.0
Buritinópolis,September de 2022,0.0
Buritinópolis,October de 2022,0.0
Buritinópolis,November de 2022,0.0
Buritinópolis,December de 2022,0.0
Buritinópolis,January de 2023,0.0
Buritinópolis,February de 2023,0.0
Buritinópolis,March de 2023,0.0
Buritinópolis,April de 2023,0.0
Buritinópolis,May de 2023,0.0
Buritinópolis,June de 2023,0.0
Buritinópolis,July de 2023,0.0
Buritinópolis,August de 2023,0.0
Buritinópolis,September de 2023,0.0
Buritinópolis,October de 2023,0.0
Buritinópolis,November de 2023,0.0
Buritinópolis,December de 2023,0.0
Buritinópolis,January de 2024,0.0
Buritinópolis,February de 2024,0.0
Buritinópolis,March de 2024,0.0
Buritinópolis,April de 2024,0.0
Buritinópolis,May de 2024,0.0
Buritinópolis,June de 2024,0.0
Buritinópolis,July de 2024,0.0
Buritinópolis,August de 2024,0.0
Buritinópolis,September de 2024,0.0
Buritinópolis,October de 2024,0.0
Cabeceiras,January de 2021,0.0
Cabeceiras,February de 2021,0.0
Cabeceiras,March de 2021,0.0
Cabeceiras,April de 2021,0.0
Cabeceiras,May de 2021,0.0
Cabeceiras,June de 2021,0.0
Cabeceiras,July de 2021,0.0
Cabeceiras,August de 2021,0.0
Cabeceiras,September de 2021,1.0
Cabeceiras,October de 2021,0.0
Cabeceiras,November de 2021,0.0
Cabeceiras,December de 2021,0.0
Cabeceiras,January de 2022,0.0
Cabeceiras,February de 2022,0.0
Cabeceiras,March de 2022,0.0
Cabeceiras,April de 2022,0.0
Cabeceiras,May de 2022,0.0
Cabeceiras,June de 2022,0.0
Cabeceiras,July de 2022,0.0
Cabeceiras,August de 2022,0.0
Cabeceiras,September de 2022,0.0
Cabeceiras,October de 2022,0.0
Cabeceiras,November de 2022,0.0
Cabeceiras,December de 2022,0.0
Cabeceiras,January de 2023,0.0
Cabeceiras,February de 2023,0.0
Cabeceiras,March de 2023,0.0
Cabeceiras,April de 2023,0.0
Cabeceiras,May de 2023,0.0
Cabeceiras,June de 2023,0.0
Cabeceiras,July de 2023,0.0
Cabeceiras,August de 2023,0.0
Cabeceiras,September de 2023,0.0
Cabeceiras,October de 2023,0.0
Cabeceiras,November de 2023,0.0
Cabeceiras,December de 2023,0.0
Cabeceiras,January de 2024,0.0
Cabeceiras,February de 2024,0.0
Cabeceiras,March de 2024,0.0
Cabeceiras,April de 2024,0.0
Cabeceiras,May de 2024,0.0
Cabeceiras,June de 2024,0.0
Cabeceiras,July de 2024,0.0
Cabeceiras,August de 2024,0.0
Cabeceiras,September de 2024,0.0
Cabeceiras,October de 2024,0.0
Cachoeira Alta,January de 2021,0.0
Cachoeira Alta,February de 2021,0.0
Cachoeira Alta,March de 2021,0.0
Cachoeira Alta,April de 2021,0.0
Cachoeira Alta,May de 2021,0.0
Cachoeira Alta,June de 2021,0.0
Cachoeira Alta,July de 2021,0.0
Cachoeira Alta,August de 2021,0.0
Cachoeira Alta,September de 2021,0.0
Cachoeira Alta,October de 2021,0.0
Cachoeira Alta,November de 2021,0.0
Cachoeira Alta,December de 2021,0.0
Cachoeira Alta,January de 2022,0.0
Cachoeira Alta,February de 2022,0.0
Cachoeira Alta,March de 2022,0.0
Cachoeira Alta,April de 2022,0.0
Cachoeira Alta,May de 2022,0.0
Cachoeira Alta,June de 2022,0.0
Cachoeira Alta,July de 2022,0.0
Cachoeira Alta,August de 2022,0.0
Cachoeira Alta,September de 2022,0.0
Cachoeira Alta,October de 2022,1.0
Cachoeira Alta,November de 2022,0.0
Cachoeira Alta,December de 2022,0.0
Cachoeira Alta,January de 2023,0.0
Cachoeira Alta,February de 2023,0.0
Cachoeira Alta,March de 2023,0.0
Cachoeira Alta,April de 2023,0.0
Cachoeira Alta,May de 2023,0.0
Cachoeira Alta,June de 2023,0.0
Cachoeira Alta,July de 2023,0.0
Cachoeira Alta,August de 2023,0.0
Cachoeira Alta,September de 2023,0.0
Cachoeira Alta,October de 2023,0.0
Cachoeira Alta,November de 2023,0.0
Cachoeira Alta,December de 2023,0.0
Cachoeira Alta,January de 2024,1.0
Cachoeira Alta,February de 2024,0.0
Cachoeira Alta,March de 2024,0.0
Cachoeira Alta,April de 2024,0.0
Cachoeira Alta,May de 2024,0.0
Cachoeira Alta,June de 2024,1.0
Cachoeira Alta,July de 2024,0.0
Cachoeira Alta,August de 2024,0.0
Cachoeira Alta,September de 2024,0.0
Cachoeira Alta,October de 2024,0.0
Cachoeira de Goiás,January de 2021,0.0
Cachoeira de Goiás,February de 2021,0.0
Cachoeira de Goiás,March de 2021,0.0
Cachoeira de Goiás,April de 2021,1.0
Cachoeira de Goiás,May de 2021,0.0
Cachoeira de Goiás,June de 2021,0.0
Cachoeira de Goiás,July de 2021,0.0
Cachoeira de Goiás,August de 2021,0.0
Cachoeira de Goiás,September de 2021,0.0
Cachoeira de Goiás,October de 2021,0.0
Cachoeira de Goiás,November de 2021,0.0
Cachoeira de Goiás,December de 2021,0.0
Cachoeira de Goiás,January de 2022,0.0
Cachoeira de Goiás,February de 2022,0.0
Cachoeira de Goiás,March de 2022,0.0
Cachoeira de Goiás,April de 2022,0.0
Cachoeira de Goiás,May de 2022,0.0
Cachoeira de Goiás,June de 2022,0.0
Cachoeira de Goiás,July de 2022,0.0
Cachoeira de Goiás,August de 2022,0.0
Cachoeira de Goiás,September de 2022,0.0
Cachoeira de Goiás,October de 2022,0.0
Cachoeira de Goiás,November de 2022,0.0
Cachoeira de Goiás,December de 2022,0.0
Cachoeira de Goiás,January de 2023,0.0
Cachoeira de Goiás,February de 2023,0.0
Cachoeira de Goiás,March de 2023,0.0
Cachoeira de Goiás,April de 2023,0.0
Cachoeira de Goiás,May de 2023,0.0
Cachoeira de Goiás,June de 2023,0.0
Cachoeira de Goiás,July de 2023,0.0
Cachoeira de Goiás,August de 2023,0.0
Cachoeira de Goiás,September de 2023,0.0
Cachoeira de Goiás,October de 2023,0.0
Cachoeira de Goiás,November de 2023,0.0
Cachoeira de Goiás,December de 2023,1.0
Cachoeira de Goiás,January de 2024,0.0
Cachoeira de Goiás,February de 2024,0.0
Cachoeira de Goiás,March de 2024,0.0
Cachoeira de Goiás,April de 2024,1.0
Cachoeira de Goiás,May de 2024,0.0
Cachoeira de Goiás,June de 2024,0.0
Cachoeira de Goiás,July de 2024,0.0
Cachoeira de Goiás,August de 2024,0.0
Cachoeira de Goiás,September de 2024,0.0
Cachoeira de Goiás,October de 2024,0.0
Cachoeira Dourada,January de 2021,0.0
Cachoeira Dourada,February de 2021,0.0
Cachoeira Dourada,March de 2021,0.0
Cachoeira Dourada,April de 2021,0.0
Cachoeira Dourada,May de 2021,0.0
Cachoeira Dourada,June de 2021,0.0
Cachoeira Dourada,July de 2021,0.0
Cachoeira Dourada,August de 2021,0.0
Cachoeira Dourada,September de 2021,0.0
Cachoeira Dourada,October de 2021,0.0
Cachoeira Dourada,November de 2021,0.0
Cachoeira Dourada,December de 2021,0.0
Cachoeira Dourada,January de 2022,0.0
Cachoeira Dourada,February de 2022,0.0
Cachoeira Dourada,March de 2022,0.0
Cachoeira Dourada,April de 2022,0.0
Cachoeira Dourada,May de 2022,0.0
Cachoeira Dourada,June de 2022,0.0
Cachoeira Dourada,July de 2022,0.0
Cachoeira Dourada,August de 2022,0.0
Cachoeira Dourada,September de 2022,0.0
Cachoeira Dourada,October de 2022,0.0
Cachoeira Dourada,November de 2022,0.0
Cachoeira Dourada,December de 2022,1.0
Cachoeira Dourada,January de 2023,0.0
Cachoeira Dourada,February de 2023,0.0
Cachoeira Dourada,March de 2023,0.0
Cachoeira Dourada,April de 2023,0.0
Cachoeira Dourada,May de 2023,1.0
Cachoeira Dourada,June de 2023,0.0
Cachoeira Dourada,July de 2023,0.0
Cachoeira Dourada,August de 2023,0.0
Cachoeira Dourada,September de 2023,0.0
Cachoeira Dourada,October de 2023,1.0
Cachoeira Dourada,November de 2023,0.0
Cachoeira Dourada,December de 2023,0.0
Cachoeira Dourada,January de 2024,0.0
Cachoeira Dourada,February de 2024,0.0
Cachoeira Dourada,March de 2024,0.0
Cachoeira Dourada,April de 2024,0.0
Cachoeira Dourada,May de 2024,0.0
Cachoeira Dourada,June de 2024,1.0
Cachoeira Dourada,July de 2024,0.0
Cachoeira Dourada,August de 2024,0.0
Cachoeira Dourada,September de 2024,0.0
Cachoeira Dourada,October de 2024,0.0
Caçu,January de 2021,0.0
Caçu,February de 2021,0.0
Caçu,March de 2021,0.0
Caçu,April de 2021,0.0
Caçu,May de 2021,0.0
Caçu,June de 2021,0.0
Caçu,July de 2021,0.0
Caçu,August de 2021,0.0
Caçu,September de 2021,0.0
Caçu,October de 2021,0.0
Caçu,November de 2021,0.0
Caçu,December de 2021,0.0
Caçu,January de 2022,0.0
Caçu,February de 2022,0.0
Caçu,March de 2022,0.0
Caçu,April de 2022,0.0
Caçu,May de 2022,0.0
Caçu,June de 2022,0.0
Caçu,July de 2022,0.0
Caçu,August de 2022,0.0
Caçu,September de 2022,0.0
Caçu,October de 2022,0.0
Caçu,November de 2022,0.0
Caçu,December de 2022,0.0
Caçu,January de 2023,0.0
Caçu,February de 2023,0.0
Caçu,March de 2023,0.0
Caçu,April de 2023,0.0
Caçu,May de 2023,0.0
Caçu,June de 2023,0.0
Caçu,July de 2023,0.0
Caçu,August de 2023,0.0
Caçu,September de 2023,0.0
Caçu,October de 2023,0.0
Caçu,November de 2023,0.0
Caçu,December de 2023,0.0
Caçu,January de 2024,0.0
Caçu,February de 2024,0.0
Caçu,March de 2024,0.0
Caçu,April de 2024,0.0
Caçu,May de 2024,0.0
Caçu,June de 2024,0.0
Caçu,July de 2024,0.0
Caçu,August de 2024,0.0
Caçu,September de 2024,0.0
Caçu,October de 2024,0.0
Caiapônia,January de 2021,0.0
